,location,size,total_sqft,bath,price,bhk,price_per_sqft
888,Kengeri Satellite Town,1 BHK,930.0,1.0,30.0,1,3225
889,Kanakpura Road,1 BHK,525.0,1.0,26.0,1,4952
890,other,1 BHK,686.0,1.0,17.0,1,2478
891,Electronic City Phase II,2 Bedroom,2400.0,3.0,150.0,2,6250
892,other,2 Bedroom,1410.0,1.0,233.0,2,16524
894,Harlur,2 BHK,1174.0,2.0,69.0,2,5877
897,other,2 BHK,1250.0,2.0,200.0,2,16000
898,Jigani,2 BHK,918.0,2.0,52.0,2,5664
899,Mahadevpura,2 BHK,1250.0,2.0,52.0,2,4160
901,Marathahalli,2 BHK,1170.0,2.0,53.0,2,4529
902,other,1 BHK,1300.0,1.0,200.0,1,15384
903,Bannerghatta Road,2 BHK,793.0,2.0,45.0,2,5674
906,other,2 BHK,1001.0,2.0,33.03,2,3299
911,Thanisandra,2 BHK,1142.5,2.0,43.415,2,3800
913,Konanakunte,2 Bedroom,884.0,1.0,58.0,2,6561
914,Hosa Road,2 BHK,1045.0,2.0,98.89,2,9463
915,Marathahalli,2 BHK,1019.0,2.0,49.86,2,4893
925,Attibele,1 BHK,400.0,1.0,11.0,1,2750
926,Kundalahalli,2 BHK,1047.0,2.0,82.0,2,7831
927,other,2 BHK,1282.0,2.0,87.0,2,6786
928,NGR Layout,2 BHK,1020.0,2.0,45.9,2,4500
930,Whitefield,2 BHK,1495.0,2.0,79.5,2,5317
940,Raja Rajeshwari Nagar,2 BHK,1303.0,2.0,55.79,2,4281
941,Koramangala,2 BHK,1005.0,1.0,110.0,2,10945
942,Kammasandra,1 BHK,657.5,1.0,18.41,1,2800
945,other,2 BHK,1300.0,1.0,115.0,2,8846
947,Seegehalli,2 BHK,901.0,2.0,35.14,2,3900
950,BEML Layout,2 BHK,1060.0,2.0,55.0,2,5188
951,NGR Layout,2 BHK,1020.0,2.0,48.45,2,4750
953,other,1 BHK,530.0,1.0,20.0,1,3773
955,other,2 BHK,1350.0,2.0,80.0,2,5925
956,Sarjapur  Road,2 BHK,1115.0,2.0,50.0,2,4484
957,Uttarahalli,2 BHK,1175.0,2.0,47.0,2,4000
958,Whitefield,2 BHK,1113.0,2.0,62.0,2,5570
961,Giri Nagar,2 BHK,650.0,2.0,42.0,2,6461
962,Marathahalli,2 BHK,1325.0,2.0,71.55,2,5400
963,Electronics City Phase 1,2 BHK,950.0,2.0,31.0,2,3263
965,Rachenahalli,2 BHK,1050.0,2.0,52.07,2,4959
967,7th Phase JP Nagar,2 BHK,1190.0,2.0,49.98,2,4200
968,Marathahalli,2 BHK,1220.0,2.0,56.5,2,4631
971,other,2 BHK,900.0,2.0,27.0,2,3000
972,Hosa Road,2 BHK,1161.0,2.0,55.15,2,4750
973,Sarjapur,1 BHK,649.5,1.0,17.535,1,2699
976,Yeshwanthpur,1 BHK,665.0,1.0,36.85,1,5541
977,Mysore Road,2 BHK,1175.0,2.0,73.5,2,6255
978,Hoodi,2 BHK,1425.0,2.0,80.0,2,5614
979,Chikkabanavar,1 Bedroom,1200.0,1.0,20.0,1,1666
981,Somasundara Palya,2 BHK,1255.0,2.0,67.0,2,5338
983,Raja Rajeshwari Nagar,1 BHK,600.0,1.0,22.0,1,3666
985,Indira Nagar,2 BHK,1200.0,2.0,93.0,2,7750
986,Harlur,2 BHK,1033.0,2.0,49.0,2,4743
991,Margondanahalli,2 Bedroom,2400.0,2.0,82.0,2,3416
992,Pattandur Agrahara,2 BHK,1025.0,2.0,44.5,2,4341
994,other,2 BHK,1225.0,2.0,53.0,2,4326
995,5th Phase JP Nagar,2 BHK,1256.0,2.0,62.8,2,5000
998,other,2 BHK,1141.0,2.0,62.0,2,5433
999,Attibele,1 BHK,400.0,1.0,12.0,1,3000
1000,Chandapura,2 Bedroom,1400.0,2.0,60.0,2,4285
1002,other,2 BHK,1175.0,2.0,48.27,2,4108
1003,Sahakara Nagar,2 BHK,1100.0,2.0,56.0,2,5090
1006,Horamavu Banaswadi,2 BHK,1460.0,2.0,80.5,2,5513
1008,HSR Layout,2 BHK,1467.0,2.0,55.0,2,3749
1009,other,1 BHK,950.0,1.0,40.0,1,4210
1010,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176
1011,Kanakapura,1 BHK,711.0,1.0,38.0,1,5344
1012,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852
1015,Hoodi,2 BHK,1420.0,2.0,75.0,2,5281
1017,Akshaya Nagar,2 BHK,1280.0,2.0,58.0,2,4531
1018,other,2 BHK,1209.0,2.0,50.0,2,4135
1030,Rachenahalli,2 BHK,1050.0,2.0,55.5,2,5285
1033,HSR Layout,2 BHK,1140.0,2.0,46.0,2,4035
1036,JP Nagar,2 BHK,1100.0,2.0,70.0,2,6363
1038,Hebbal,2 BHK,1036.0,2.0,50.0,2,4826
1041,Yelahanka,2 BHK,1234.0,2.0,80.0,2,6482
1048,Kanakapura,2 BHK,929.0,2.0,46.0,2,4951
1051,Vasanthapura,2 BHK,1135.0,2.0,39.73,2,3500
1052,other,2 BHK,1405.0,2.0,70.0,2,4982
1053,Whitefield,2 Bedroom,1200.0,2.0,45.84,2,3820
1055,Yeshwanthpur,2 BHK,1161.0,2.0,64.08,2,5519
1056,Kanakpura Road,2 BHK,1290.0,2.0,74.0,2,5736
1063,Ananth Nagar,1 BHK,500.0,1.0,14.0,1,2800
1064,Sarjapur  Road,2 BHK,1346.0,2.0,61.92,2,4600
1066,other,2 BHK,720.0,2.0,120.0,2,16666
1068,other,2 BHK,1200.0,2.0,35.0,2,2916
1071,Jigani,2 BHK,918.0,2.0,48.0,2,5228
1073,Yelahanka,2 BHK,1315.0,2.0,85.0,2,6463
1080,other,1 Bedroom,750.0,1.0,56.25,1,7500
1084,other,2 BHK,1060.0,2.0,42.0,2,3962
1086,Haralur Road,2 BHK,1225.0,2.0,67.38,2,5500
1089,Electronic City,2 BHK,880.0,2.0,29.0,2,3295
1092,Kanakpura Road,2 BHK,1500.0,2.0,69.0,2,4600
1093,Haralur Road,2 BHK,1243.0,2.0,46.0,2,3700
1095,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284
1099,Electronic City,2 BHK,1265.0,2.0,56.93,2,4500
1101,Thanisandra,2 BHK,1100.0,2.0,38.0,2,3454
1105,Choodasandra,2 BHK,1115.0,2.0,50.0,2,4484
1106,Mysore Road,2 BHK,1070.0,2.0,45.0,2,4205
1107,Indira Nagar,2 BHK,1128.0,2.0,105.0,2,9308
1108,Budigere,2 BHK,1162.0,2.0,57.0,2,4905
1109,other,2 BHK,1339.0,2.0,55.0,2,4107
1110,Mahadevpura,2 BHK,1192.0,2.0,75.0,2,6291
1112,Hennur,2 BHK,1255.0,2.0,52.32,2,4168
1113,Rajaji Nagar,2 BHK,1357.0,2.0,115.0,2,8474
1115,other,2 BHK,1225.0,2.0,55.11,2,4498
1118,Thanisandra,2 BHK,1093.0,2.0,70.0,2,6404
1121,Kaikondrahalli,2 BHK,1039.0,2.0,80.0,2,7699
1122,Vittasandra,2 BHK,1246.0,2.0,64.5,2,5176
1126,Electronic City Phase II,2 BHK,775.0,2.0,38.0,2,4903
1127,other,2 BHK,1000.0,2.0,50.0,2,5000
1129,Bommasandra,2 BHK,1035.0,2.0,41.0,2,3961
1131,Whitefield,2 BHK,1360.0,2.0,95.0,2,6985
1133,Kodigehaali,2 BHK,1117.0,2.0,56.0,2,5013
1135,EPIP Zone,2 BHK,1330.0,2.0,92.5,2,6954
1137,Electronic City,2 BHK,1128.0,2.0,65.49,2,5805
1138,Neeladri Nagar,2 BHK,1053.0,2.0,45.0,2,4273
1139,Panathur,2 BHK,1198.0,2.0,77.0,2,6427
1140,Marathahalli,2 BHK,1152.0,2.0,56.0,2,4861
1142,Frazer Town,2 BHK,1625.0,2.0,75.0,2,4615
1145,Kambipura,2 BHK,883.0,2.0,45.0,2,5096
1146,Kaggalipura,1 BHK,700.0,1.0,38.0,1,5428
1147,Yelahanka,2 BHK,1170.0,2.0,62.5,2,5341
1150,other,2 BHK,1480.0,2.0,65.0,2,4391
1152,Rachenahalli,2 BHK,996.0,2.0,67.0,2,6726
1158,Yelahanka,1 BHK,697.0,1.0,45.0,1,6456
1159,Sarjapur  Road,1 BHK,710.0,1.0,27.0,1,3802
1160,other,2 BHK,910.0,2.0,30.5,2,3351
1162,Magadi Road,2 BHK,1000.0,2.0,46.5,2,4650
1166,Thanisandra,2 BHK,971.5,2.0,36.435,2,3750
1167,Bellandur,2 BHK,1281.0,2.0,74.0,2,5776
1168,Cooke Town,1 BHK,565.0,1.0,35.0,1,6194
1169,Varthur,2 BHK,1024.0,2.0,42.0,2,4101
1171,Whitefield,2 BHK,1254.0,2.0,40.0,2,3189
1173,Doddakallasandra,2 BHK,1233.0,2.0,43.0,2,3487
1174,other,1 Bedroom,1200.0,1.0,28.0,1,2333
1176,Kaggalipura,2 BHK,950.0,2.0,65.0,2,6842
1178,Uttarahalli,2 BHK,1008.0,2.0,45.0,2,4464
1182,Yelenahalli,2 BHK,1200.0,2.0,46.17,2,3847
1189,other,2 BHK,1133.0,2.0,55.0,2,4854
1192,Kogilu,2 BHK,1170.0,2.0,51.99,2,4443
1198,OMBR Layout,2 BHK,1078.0,2.0,65.0,2,6029
1200,Kasavanhalli,2 BHK,1349.0,2.0,78.0,2,5782
1204,Garudachar Palya,2 BHK,1060.0,2.0,48.7,2,4594
1205,Kalyan nagar,2 BHK,820.0,2.0,39.0,2,4756
1208,other,2 BHK,856.0,2.0,40.0,2,4672
1214,Yelahanka New Town,1 BHK,500.0,1.0,20.0,1,4000
1215,other,1 BHK,485.0,1.0,15.0,1,3092
1216,7th Phase JP Nagar,2 BHK,1050.0,2.0,42.0,2,4000
1218,Electronic City,2 BHK,550.0,1.0,16.0,2,2909
1220,Devanahalli,2 BHK,1408.0,2.0,85.0,2,6036
1221,Uttarahalli,2 BHK,1150.0,2.0,49.0,2,4260
1227,Ramamurthy Nagar,2 BHK,1040.0,2.0,50.0,2,4807
1228,TC Palaya,2 Bedroom,1240.0,2.0,60.0,2,4838
1230,Lakshminarayana Pura,2 BHK,1180.0,2.0,75.0,2,6355
1232,Bannerghatta Road,2 BHK,1400.0,2.0,78.0,2,5571
1233,Raja Rajeshwari Nagar,1 BHK,500.0,1.0,25.0,1,5000
1238,Sarjapur  Road,2 BHK,1035.0,2.0,45.0,2,4347
1244,Yelahanka,2 BHK,1120.0,2.0,55.0,2,4910
1245,Sarjapur  Road,2 BHK,1128.0,2.0,59.0,2,5230
1247,Jigani,2 BHK,924.0,2.0,65.0,2,7034
1249,Pai Layout,2 BHK,1006.0,2.0,35.0,2,3479
1250,Amruthahalli,2 BHK,1200.0,2.0,55.0,2,4583
1251,other,2 BHK,1250.0,2.0,62.0,2,4960
1253,Kannamangala,2 BHK,957.0,2.0,56.0,2,5851
1254,Whitefield,2 BHK,1140.0,2.0,41.0,2,3596
1255,other,2 BHK,1050.0,2.0,67.0,2,6380
1257,Whitefield,2 BHK,1190.0,2.0,57.0,2,4789
1260,Electronics City Phase 1,1 BHK,630.0,1.0,39.0,1,6190
1266,Mysore Road,2 BHK,1239.0,2.0,53.0,2,4277
1267,Haralur Road,2 BHK,1194.0,2.0,47.0,2,3936
1269,Channasandra,2 BHK,1009.0,2.0,38.34,2,3799
1275,Binny Pete,1 BHK,665.0,1.0,50.75,1,7631
1278,other,2 BHK,925.0,2.0,48.0,2,5189
1280,other,2 BHK,1395.0,2.0,63.59,2,4558
1283,Kasavanhalli,2 BHK,1121.0,2.0,78.0,2,6958
1285,KR Puram,2 BHK,1100.0,2.0,47.0,2,4272
1289,Old Airport Road,2 BHK,1206.0,2.0,75.0,2,6218
1292,Electronic City,2 BHK,710.0,2.0,16.0,2,2253
1293,Balagere,2 BHK,1210.0,2.0,72.0,2,5950
1295,Whitefield,2 BHK,1232.0,2.0,45.0,2,3652
1296,Rachenahalli,1 BHK,680.0,1.0,44.0,1,6470
1300,Electronic City,2 BHK,1070.0,2.0,56.1,2,5242
1303,Bommanahalli,2 BHK,1200.0,2.0,40.0,2,3333
1305,Haralur Road,2 BHK,1140.0,2.0,43.0,2,3771
1306,Raja Rajeshwari Nagar,2 BHK,1143.0,2.0,38.65,2,3381
1309,7th Phase JP Nagar,2 BHK,980.0,2.0,69.0,2,7040
1312,Whitefield,2 BHK,1280.0,2.0,75.0,2,5859
1313,Thanisandra,2 BHK,1265.0,2.0,85.0,2,6719
1314,other,2 BHK,1132.0,2.0,67.0,2,5918
1315,other,2 BHK,1262.0,2.0,63.0,2,4992
1316,JP Nagar,2 BHK,940.0,2.0,49.0,2,5212
1320,Electronic City,2 BHK,890.0,2.0,45.0,2,5056
1326,KR Puram,2 Bedroom,1200.0,2.0,71.0,2,5916
1327,Hosa Road,2 BHK,1079.0,2.0,32.37,2,2999
1328,Panathur,2 BHK,1085.0,2.0,36.0,2,3317
1330,Yelahanka,2 BHK,1075.0,2.0,51.5,2,4790
1331,other,2 BHK,1380.0,2.0,80.0,2,5797
1333,Thubarahalli,2 BHK,1200.0,2.0,78.0,2,6500
1336,other,2 BHK,1200.0,2.0,54.0,2,4500
1339,Old Madras Road,2 BHK,935.0,2.0,32.72,2,3499
1340,Thanisandra,1 RK,510.0,1.0,25.25,1,4950
1342,other,2 BHK,1178.0,2.0,47.0,2,3989
1346,BEML Layout,2 BHK,999.0,2.0,45.0,2,4504
1347,Amruthahalli,2 BHK,4400.0,3.0,475.0,2,10795
1349,Kothannur,2 BHK,1100.0,2.0,40.0,2,3636
1354,Sanjay nagar,2 BHK,1150.0,2.0,72.2,2,6278
1355,Marathahalli,2 BHK,1146.0,2.0,70.0,2,6108
1358,Chandapura,2 BHK,850.0,1.0,18.5,2,2176
1361,Electronics City Phase 1,1 BHK,785.0,1.0,55.0,1,7006
1364,Bellandur,2 BHK,921.0,2.0,40.0,2,4343
1368,Sarjapur,2 BHK,1020.0,2.0,35.0,2,3431
1369,Billekahalli,2 BHK,1090.0,2.0,52.0,2,4770
1371,Haralur Road,2 BHK,1027.0,2.0,44.0,2,4284
1372,Thanisandra,2 BHK,1185.0,2.0,42.1,2,3552
1373,Doddathoguru,2 BHK,850.0,2.0,25.0,2,2941
1374,Harlur,2 BHK,1197.0,2.0,84.0,2,7017
1376,Poorna Pragna Layout,2 BHK,920.0,2.0,39.55,2,4298
1377,Raja Rajeshwari Nagar,2 BHK,1105.0,2.0,65.0,2,5882
1382,Horamavu Agara,2 BHK,755.0,2.0,37.49,2,4965
1385,Bannerghatta Road,2 BHK,1215.0,2.0,50.0,2,4115
1386,Kanakpura Road,2 BHK,900.0,2.0,46.0,2,5111
1387,Banashankari Stage III,2 BHK,1145.0,2.0,58.4,2,5100
1388,other,2 BHK,1093.0,2.0,65.0,2,5946
1391,NGR Layout,2 BHK,1105.0,2.0,52.48,2,4749
1393,other,2 BHK,1367.0,2.0,62.0,2,4535
1394,Devanahalli,2 BHK,1010.0,2.0,51.0,2,5049
1397,Anekal,2 BHK,620.0,2.0,22.0,2,3548
1398,Horamavu Agara,2 BHK,982.0,2.0,47.65,2,4852
1399,Banashankari Stage II,2 BHK,1700.0,2.0,150.0,2,8823
1400,Whitefield,2 BHK,1330.0,2.0,71.0,2,5338
1404,Yelahanka New Town,1 BHK,440.0,1.0,16.5,1,3750
1406,Neeladri Nagar,2 BHK,1363.0,2.0,68.0,2,4988
1407,Kogilu,2 Bedroom,650.0,2.0,28.0,2,4307
1408,other,2 BHK,1015.0,2.0,45.0,2,4433
1409,Horamavu Banaswadi,2 BHK,1156.0,2.0,46.0,2,3979
1410,other,2 BHK,1100.0,2.0,62.7,2,5700
1412,other,2 BHK,930.0,2.0,45.0,2,4838
1414,KR Puram,2 Bedroom,1200.0,2.0,90.0,2,7500
1415,other,1 Bedroom,700.0,1.0,150.0,1,21428
1421,HRBR Layout,2 BHK,1440.0,2.0,98.0,2,6805
1422,Kodichikkanahalli,1 BHK,650.0,1.0,38.0,1,5846
1423,Budigere,1 BHK,764.0,1.0,32.0,1,4188
1427,Kanakpura Road,2 BHK,900.0,1.0,45.0,2,5000
1428,Singasandra,2 BHK,1030.0,2.0,55.0,2,5339
1430,other,2 BHK,1100.0,2.0,60.0,2,5454
1432,Thigalarapalya,2 Bedroom,1200.0,2.0,65.0,2,5416
1433,Begur Road,2 BHK,1200.0,2.0,43.2,2,3600
1434,Kasturi Nagar,2 BHK,1080.0,2.0,80.0,2,7407
1439,Kammasandra,2 BHK,674.0,2.0,29.0,2,4302
1441,Begur Road,2 BHK,1160.0,2.0,44.08,2,3800
1444,Electronic City,2 BHK,1128.0,2.0,65.65,2,5820
1445,Panathur,2 BHK,1180.0,2.0,70.0,2,5932
1447,Kengeri,1 BHK,340.0,1.0,10.0,1,2941
1449,Rachenahalli,2 BHK,1050.0,2.0,53.5,2,5095
1450,Varthur,2 BHK,1125.0,2.0,40.0,2,3555
1451,Vittasandra,2 BHK,1246.0,2.0,68.0,2,5457
1452,HSR Layout,2 BHK,1372.0,2.0,61.0,2,4446
1455,Dasarahalli,2 BHK,1300.0,2.0,55.0,2,4230
1456,other,2 Bedroom,1420.0,1.0,220.0,2,15492
1458,Channasandra,2 BHK,1065.0,2.0,35.0,2,3286
1459,other,2 BHK,700.0,2.0,27.0,2,3857
1460,Hebbal,2 BHK,687.325,2.0,42.72,2,6215
1461,other,2 BHK,1050.0,2.0,45.0,2,4285
1463,Electronic City,2 BHK,865.0,2.0,42.0,2,4855
1464,Uttarahalli,2 BHK,1200.0,2.0,44.0,2,3666
1467,Yelahanka,1 BHK,628.0,1.0,24.0,1,3821
1469,5th Phase JP Nagar,2 BHK,1207.0,2.0,63.0,2,5219
1471,Electronic City,2 BHK,1130.0,2.0,32.64,2,2888
1475,Bhoganhalli,2 BHK,804.1,2.0,69.09,2,8592
1476,Doddathoguru,2 BHK,1200.0,2.0,75.0,2,6250
1477,Kengeri,2 BHK,1197.0,2.0,50.0,2,4177
1478,other,2 BHK,1200.0,2.0,66.0,2,5500
1480,other,2 BHK,1010.0,2.0,148.0,2,14653
1482,other,2 BHK,1180.0,2.0,48.0,2,4067
1484,Ananth Nagar,2 BHK,1100.0,2.0,31.5,2,2863
1486,Attibele,1 BHK,400.0,1.0,14.0,1,3500
1487,Dommasandra,2 BHK,1200.0,2.0,50.0,2,4166
1488,Whitefield,2 BHK,1272.0,2.0,95.05,2,7472
1489,Whitefield,2 BHK,1205.0,2.0,39.0,2,3236
1490,Kalena Agrahara,2 BHK,980.0,2.0,40.0,2,4081
1491,Malleshpalya,2 BHK,1225.0,2.0,46.86,2,3825
1494,Jalahalli,2 BHK,1694.0,2.0,125.0,2,7378
1496,Kaggalipura,2 BHK,950.0,2.0,39.0,2,4105
1498,Chandapura,2 BHK,1201.0,2.0,27.0,2,2248
1499,Chandapura,2 Bedroom,1500.0,2.0,60.0,2,4000
1501,Raja Rajeshwari Nagar,2 BHK,1258.0,2.0,63.53,2,5050
1502,Electronic City,2 BHK,910.0,2.0,42.0,2,4615
1503,Thigalarapalya,2 BHK,1297.0,2.0,112.0,2,8635
1504,Kundalahalli,2 BHK,1291.0,2.0,49.0,2,3795
1505,other,2 BHK,1070.0,2.0,42.0,2,3925
1506,Varthur,2 BHK,1012.0,2.0,66.5,2,6571
1507,Mahadevpura,2 BHK,1260.0,2.0,57.6,2,4571
1508,Sarjapur  Road,2 BHK,1282.0,2.0,72.0,2,5616
1513,EPIP Zone,2 BHK,1330.0,2.0,86.98,2,6539
1515,Whitefield,2 BHK,1192.0,2.0,71.0,2,5956
1516,other,2 BHK,1000.0,2.0,130.0,2,13000
1517,Thigalarapalya,2 BHK,1297.0,2.0,103.0,2,7941
1518,Sarjapur  Road,1 BHK,615.0,1.0,17.835,1,2900
1521,7th Phase JP Nagar,2 BHK,1035.0,2.0,41.39,2,3999
1523,Doddakallasandra,2 BHK,1010.0,2.0,40.39,2,3999
1524,Sarjapur,2 BHK,1195.0,2.0,42.0,2,3514
1526,Malleshpalya,2 BHK,1052.0,2.0,50.0,2,4752
1527,Horamavu Banaswadi,2 BHK,1180.0,2.0,58.0,2,4915
1531,Raja Rajeshwari Nagar,2 BHK,1128.0,2.0,38.24,2,3390
1533,JP Nagar,2 BHK,1120.0,2.0,33.6,2,3000
1535,other,2 BHK,1300.0,2.0,60.0,2,4615
1536,Kanakapura,2 BHK,1090.0,2.0,32.69,2,2999
1538,other,2 Bedroom,3040.0,1.0,180.0,2,5921
1546,Parappana Agrahara,2 BHK,1194.0,2.0,47.0,2,3936
1547,Kanakpura Road,2 BHK,900.0,2.0,46.0,2,5111
1549,Kanakpura Road,2 BHK,900.0,2.0,46.0,2,5111
1552,Yelachenahalli,2 BHK,2400.0,1.0,150.0,2,6250
1553,Koramangala,2 BHK,1290.0,2.0,100.0,2,7751
1557,Bisuvanahalli,2 BHK,845.0,2.0,33.0,2,3905
1559,other,2 BHK,1135.0,2.0,68.0,2,5991
1561,other,2 BHK,900.0,2.0,55.0,2,6111
1564,Whitefield,2 BHK,1277.0,2.0,61.3,2,4800
1567,other,2 BHK,1210.0,2.0,62.0,2,5123
1568,Yelahanka,2 BHK,890.0,2.0,40.0,2,4494
1576,Electronic City,2 BHK,975.0,2.0,37.5,2,3846
1579,Hosa Road,2 BHK,1063.0,2.0,31.89,2,3000
1584,Bommanahalli,1 BHK,520.0,1.0,19.5,1,3750
1587,Whitefield,2 BHK,1185.0,2.0,40.0,2,3375
1588,Sahakara Nagar,2 BHK,1219.0,2.0,48.0,2,3937
1591,Hosa Road,2 BHK,1100.0,2.0,37.1,2,3372
1597,Shampura,2 BHK,1200.0,2.0,53.0,2,4416
1599,Kengeri,2 BHK,1200.0,2.0,58.0,2,4833
1603,Kanakapura,1 BHK,551.0,1.0,30.0,1,5444
1604,Electronics City Phase 1,2 BHK,1160.0,2.0,52.0,2,4482
1605,Balagere,2 BHK,1205.0,2.0,78.5,2,6514
1608,AECS Layout,2 BHK,1028.0,2.0,42.0,2,4085
1612,other,2 BHK,1100.0,2.0,50.0,2,4545
1613,Ramamurthy Nagar,2 Bedroom,1200.0,3.0,72.0,2,6000
1614,other,2 BHK,1269.72,2.0,68.0,2,5355
1615,Electronic City Phase II,2 BHK,1266.0,2.0,59.0,2,4660
1616,Mysore Road,2 BHK,1060.0,2.0,62.0,2,5849
1618,other,2 BHK,1552.0,2.0,51.0,2,3286
1620,Attibele,1 BHK,500.0,1.0,17.0,1,3400
1621,Hulimavu,2 BHK,1080.0,2.0,43.2,2,4000
1623,other,2 BHK,1300.0,2.0,65.0,2,5000
1624,Electronics City Phase 1,2 BHK,920.0,2.0,33.0,2,3586
1626,Harlur,2 BHK,1310.0,2.0,50.0,2,3816
1629,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,53.8,2,4649
1633,other,2 BHK,1243.0,2.0,58.0,2,4666
1638,Electronic City Phase II,2 BHK,1000.0,2.0,28.88,2,2888
1639,Ananth Nagar,2 BHK,982.0,2.0,24.55,2,2500
1640,Hennur Road,2 BHK,1232.0,2.0,89.0,2,7224
1642,Yelahanka,1 BHK,654.0,1.0,38.4,1,5871
1643,Bannerghatta Road,2 BHK,1181.0,2.0,55.0,2,4657
1653,7th Phase JP Nagar,2 BHK,1370.0,2.0,56.17,2,4100
1655,Kanakpura Road,2 BHK,1495.0,2.0,90.0,2,6020
1663,Yelahanka,2 BHK,1150.0,2.0,46.0,2,4000
1664,Hebbal,2 BHK,1080.0,2.0,54.0,2,5000
1667,other,1 BHK,595.0,1.0,42.0,1,7058
1670,other,2 BHK,1410.0,2.0,67.0,2,4751
1671,other,2 BHK,1090.0,2.0,31.48,2,2888
1672,Ramagondanahalli,1 Bedroom,540.0,1.0,30.0,1,5555
1673,Sarjapur  Road,2 BHK,1300.0,2.0,60.0,2,4615
1675,other,2 BHK,1254.0,2.0,53.0,2,4226
1677,Ulsoor,2 BHK,1275.0,2.0,120.0,2,9411
1679,other,2 BHK,1170.0,2.0,86.0,2,7350
1680,Panathur,2 BHK,1193.0,2.0,86.0,2,7208
1681,Chandapura,2 BHK,850.0,2.0,25.4,2,2988
1685,Whitefield,2 BHK,1125.0,2.0,62.0,2,5511
1688,R.T. Nagar,2 Bedroom,1200.0,2.0,120.0,2,10000
1689,other,2 BHK,1000.0,2.0,50.0,2,5000
1694,Kasavanhalli,2 BHK,1100.0,2.0,50.0,2,4545
1695,Uttarahalli,2 BHK,882.0,2.0,30.0,2,3401
1696,Bisuvanahalli,2 BHK,845.0,2.0,37.0,2,4378
1697,Kambipura,2 BHK,883.0,2.0,39.0,2,4416
1699,Whitefield,2 BHK,1280.0,2.0,85.0,2,6640
1701,other,2 BHK,920.0,2.0,35.0,2,3804
1702,Choodasandra,2 BHK,1300.0,2.0,57.0,2,4384
1703,other,2 BHK,1450.0,1.0,230.0,2,15862
1705,Anekal,1 BHK,600.0,1.0,16.5,1,2750
1707,Sarjapur,2 BHK,1240.0,2.0,44.0,2,3548
1709,EPIP Zone,2 BHK,1330.0,2.0,93.36,2,7019
1710,8th Phase JP Nagar,2 BHK,1062.0,2.0,42.47,2,3999
1711,JP Nagar,2 BHK,1078.0,2.0,45.0,2,4174
1714,Laggere,1 BHK,1200.0,1.0,48.0,1,4000
1718,Mysore Road,2 BHK,980.0,2.0,45.47,2,4639
1719,Sarjapur  Road,2 BHK,1000.0,2.0,40.0,2,4000
1720,Sarjapur  Road,2 BHK,1050.0,2.0,62.0,2,5904
1723,Hennur Road,2 BHK,1065.0,2.0,42.6,2,4000
1725,Sector 7 HSR Layout,2 BHK,1163.0,2.0,98.86,2,8500
1726,Tumkur Road,2 BHK,1098.0,2.0,72.0,2,6557
1729,Thubarahalli,2 BHK,1128.0,2.0,75.0,2,6648
1732,Thigalarapalya,2 BHK,1418.0,2.0,95.0,2,6699
1734,Hebbal,2 BHK,1100.0,2.0,50.0,2,4545
1736,Hebbal,2 BHK,812.0,2.0,55.0,2,6773
1737,other,2 BHK,1280.0,2.0,40.0,2,3125
1738,Whitefield,2 BHK,1420.0,2.0,136.0,2,9577
1747,other,2 BHK,840.0,2.0,27.0,2,3214
1748,Jigani,2 BHK,914.0,2.0,47.0,2,5142
1752,Banaswadi,2 BHK,1184.0,2.0,53.0,2,4476
1753,Kodigehaali,2 BHK,1200.0,2.0,55.0,2,4583
1754,TC Palaya,2 Bedroom,1200.0,2.0,65.0,2,5416
1755,Jigani,2 BHK,927.0,2.0,55.0,2,5933
1756,other,2 BHK,1242.0,2.0,39.7,2,3196
1760,7th Phase JP Nagar,2 BHK,1180.0,2.0,72.0,2,6101
1762,Yelahanka New Town,2 BHK,550.0,2.0,26.0,2,4727
1763,Hennur,2 BHK,1225.0,2.0,57.0,2,4653
1768,JP Nagar,1 BHK,1050.0,1.0,44.0,1,4190
1769,HSR Layout,2 BHK,1027.0,2.0,44.0,2,4284
1771,Whitefield,2 BHK,1205.0,2.0,58.0,2,4813
1773,Horamavu Agara,2 BHK,950.0,2.0,39.0,2,4105
1774,TC Palaya,2 Bedroom,1200.0,2.0,70.0,2,5833
1776,CV Raman Nagar,2 BHK,1070.0,2.0,55.0,2,5140
1778,Sector 2 HSR Layout,2 BHK,1296.0,2.0,75.0,2,5787
1779,Chikkalasandra,2 Bedroom,1800.0,1.0,128.0,2,7111
1781,Koramangala,2 BHK,1300.0,2.0,110.0,2,8461
1783,Electronic City,2 BHK,770.0,1.0,40.0,2,5194
1788,Bommasandra,2 BHK,1035.0,2.0,41.73,2,4031
1791,Nagarbhavi,1 BHK,884.0,2.0,36.0,1,4072
1792,Haralur Road,2 BHK,1194.0,2.0,46.0,2,3852
1793,Hoodi,2 BHK,1026.0,2.0,60.87,2,5932
1795,Kaikondrahalli,2 BHK,1115.0,2.0,50.0,2,4484
